ItemId,ItemName,SellPrice,Thumbnail,DownloadFile,Breif,Description,Active,SubscriberFree
522,Learn Creative Techniques,27.95,cover_thumbnail2.jpg,LEARN CREATIVE TECHNIQUES reduced.pdf,"Stretch your knowledge of your machine to new heights with another book in Knit-1's exceptional series of books for machine knitters. <br> Get inspired to mix knitting and fabric - work ""freeform"" knitting on the machine and MORE!","Stretch your knowledge of your knitting machine to new heights with another exciting book in Knit-1's exceptional series of books for machine knitters.  <br><br> Includes: <ul> <li>2 projects in ‘ribbon work’ for designer knitwear.</li> <li>Woven silk fabric with knit wrap.</li> <li>Nylon net with knit, futuristic bodice.</li> <li>Chiffon with knit.</li> <li>Random shapes knitted together for a contour bodice.</li> <li>Precision knit fully fashion bodice in graphic style.</li> </ul>  Step by step photo stories to show each piece as it is created, using standard gauge and chunky domestic single bed knit machines.<br><br> 48 pages with full color photos.<br> <b>Ready for immediate download!</b> <br><br><br><br>NOTE: This is a technique book, not a pattern book.  It is designed to inspire your knitting.<br> <blockquote> “Its incredible how techniques are presented from a creative point of view” – <em>Juan, From Spain September 2010</em></blockquote>",0,0
456,Learn Curves and Contours,27.95,curves_cover_200.jpg,Learn_Curves_and_contours.pdf,"Take your machine knitting to the next level! This book looks at knitting curves and contours using fashion stitches and short rows in combination.<br><br>These techniques incorporate subtle changes of direction of the knitting within the garment piece, reducing or creating extra dimension and shaping.","Take your machine knitting to the next level! This book looks at knitting curves and contours using fashion stitches and short rows in combination.<br><br>These techniques incorporate subtle changes of direction of the knit within the garment piece, reducing or creating extra dimension and shaping.<br><br>This is a technique book, not a pattern book.  It is designed to inspire your knitting.  This Book includes: <ul> <li>Godets.</li> <li>Short row circular sections.</li> <li>Fashion inspiration.</li> <li>Decorative fashioning.</li> <li>Pointelle and closed fashioning.</li> <li>Sock heel technique.</li> <li>Bust shaping.</li> <li>Darts.</li> <li>Short row darts.</li> <li>Oval or Ellipse shape.</li> <li>Shaped insets.</li></ul> All worked on standard gauge single bed machinery. <br><br> <em>“Contours Fashioning – a most useful technique for fabric manipulation. Something I would not have grasped on my own” – Emma, From UK November 2010</em>",0,0
679,Learn Fabulous Fairisles,24.95,cover_updated.jpg,FAIRISLE_12_15_reduced.pdf,"Learn the principles of Fair Isle color changing in contemporary colorways.<br><br>Get inspired by the experts at Knit-1! ","Learn the principles of Fair Isle color changing in contemporary colorways.<br><br> <ul> <li>5 unique scarves from 1 punchcard</li> <li>Pattern, punchcard and detailed instructions for Mens sweater</li> <li>Pattern punchcard and detailed instructions for Womens cardi</li> <li>History</li> <li>How to's with lots of color photos and diagrams</li>  </ul> <small><em>50 pages</em> <br> <center><img src=""http://www.knititnow.com/images/Blog_Images/2014/buttons/download_green.jpg""></center>",0,0
469,Learn Impactive Jacquard (Fairisle),27.95,cover_thumbnail.jpg,LEARN_impactive_jacquard.pdf,"Do you love to knit color work on the machine?  Tired of the same old patterns?<br><br> Knit-1 looks at Jacquard (Fairisle) in new and creative ways to add impact to your next project! ","<p>Do you love to knit color work on the machine?  Tired of the same old patterns?</p> <p>Knit-1 looks at Jacquard (Fairisle) in new and creative ways to add impact to your next project! </p> <blockquote><em>Jacquard is one of the most exciting kinds of machine knitting and easy to use to create strong patterns.</em></blockquote> <p><br /><br /> For most American knitters, the term jacquard calls to mind double bed work with color changers, multiple masts and complicated knitting. This book focuses on 2 color work done on a single bed machine with a punchcard. All the techniques apply to electronic machines as well.<br /><br /> <strong>Includes:</strong></p> <ul> <li>How to knit jacquard, graphic 2 color jacquards.</li> <li>Manipulate design with card lock lever, colour changing.</li> <li>Mirroring, single motif, intarsia method, breaking stripes with pattern</li> <li>Tuck stitch, slip stitch, mosaics, engineering the pattern</li> <li>Manipulation of fabric, single colour textural jacquards</li> <li>50 pages</li> <li>14 fully explained machine knitting techniques</li> <li>26 design/swatch examples</li> </ul><br><br>NOTE: This is a technique book, not a pattern book.  It is designed to inspire your knitting.<br><br> NOTE: The machine instructions are demonstrated on a Brother knitting machine. With basic knowledge of how to work fairisle, the design inspiration is applicable to any brand of knitting machine.",0,0
517,Learn Inventive Intarsia,24.95,cover6.jpg,LEARN INVENTIVE INTARSIA BOOK.pdf,Complete tutorial to Intarsia knitting on the knitting machine with visual material for inspiration. All designs are worked on standard gauge single bed machinery.,"Here is an updated take on traditional intarsia knitting.  Also known as picture knitting, Knit-1 has done it again in bringing this technique into the 21st century!<br>  The book takes you from getting started with simple stripes to more complicated designs. It covers creating your own designs with graph paper to tips for knitting both by machine and by hand.<br>  Chock full of inspirational photos that will appeal to all age groups.<br><br>   <b>You will L-O-V-E  this book!</b> <em>48 pages ready for immediate download</em><br><br><br>NOTE: This is a technique book, not a pattern book.  It is designed to inspire your knitting.<br> <center> <iframe width=""500"" height=""280"" src=""http://www.youtube.com/embed/Nt98lMYwY6o?feature=player_detailpage"" frameborder=""0"" allowfullscreen></iframe></center>  ",0,0
490,Learn Knit Flowers,27.95,UPDATED_FLOWERS_cover_thumbnail.jpg,FLORAL_book_new.pdf,"Knit flowers on the knitting machine! Learn to knit creative floral applique.<br>This inspirational book includes directions, many, many samples and sketchbook ideas.","Knit flowers on the knitting machine! Learn to knit creative floral applique.<br>This inspirational book includes directions, many, many samples and sketchbook ideas. <ul> <li>Teardrop  petal shape</li> <li>Circular floral</li> <li>Long and short petal</li> <li>Leaf and stalk shapes</li> <li>Applique techniques</li> <li>Simple embroidery detail</li> <li>Floral Hem technique</li> <li>Crazy floral patchwork</li> <li>3d floral</li> <li>Rouleaux flower</li> </ul>  Peek into the creative world of Knit-1!  Learn to add these beautiful embellishments to your knitting!<br> Nearly 100 photos! 48 pages ",0,0
495,Learn Manipulated Pointelle,27.95,cover_small.jpg,LEARN POINTELLE.pdf,Pointelle (lace) knitting incorporates open space made by eyelets. The possibilities are endless!  This Knit-1 book will whet your appetite for creating beautiful pointelle accents or full garments.,"The most obvious feature of Pointelle is its open space made by eyelets or ladders. You may also know this as lace knitting. It also consists of lines and solid areas. Consider all three when you design your own patterns. <br><br>  Your machine may have come with a lace carriage and punchcards but unless you want to knit huge swathes of fabric of regular patterns you will not be using it to learn about pointelle. <br><br> <table cellpadding = ""10""> <tr> <td> 48 pages - Includes: <li>Transferring stitches, basic fully fashioning.</li> <li>Scallop edge.</li> <li>How to make pointelle in square, diamond and circle shapes. </li> <li>How to make these into repeat patterns. </li> <li>Diagonal lines. Zigzag/chevron patterns.</li> <li>Giant eyelets, 2,3,4,5, st. </li> <li>Holding cam techniques to make slashes.</li> <li>Graphic pointelle. </li> <li>Ladders, travelling ladders. </li> <li>Making very open fabrics and deconstructed knits.</li> <li>12 Fully explained techniques.</li> <li>58 Design/swatch examples.</li> </ul> </td>  </tr> </table> <br><br>NOTE: This is a technique book, not a pattern book.  It is designed to inspire your knitting.<br> ",0,0
468,Learn Modern Stripes,27.95,learn_stripes_thumbnail.jpg,LEARN_STRIPES1.pdf,Think outside the box when it comes to stripes!   Knit-1 helps you find inspiration PLUS gives you the skills to create your own modern stripes!,"<b>Take your machine knitting to the next level! Take the traditional, experiment and make it contemporary!</b><br><br> <blockquote><em>""Many different fashion designers use stripe in their collections -it is how you re-invent them that keeps it modern.""</em></blockquote> <br> <p>Think outside the box when it comes to stripes! </p> <p>Knit-1 helps you find inspiration PLUS gives you the skills to create your own modern stripes! Bet you've never thought about curving a stripe!</p> <p>Includes:</p> <ul> <li>Great stripe combinations in 2,3 and multi colours</li> <li>Ombre stripe, blurring, weaving, breaking and curving a stripe</li> <li>Short row techniques, diagonal striping and how to knit chevrons</li> <li>9 fully explained techniques</li> <li>25 design/swatch examples</li> <li>50 pages</li> </ul><br><br>NOTE: This is a technique book, not a pattern book.  It is designed to inspire your knitting.<br> <blockquote><em>“I can safely say I will never think about stripes the same way again. Stripes appear simple and easy but they can be so much more” – Andrea, From Canada</em> </blockquote>",0,0
430,Let's Knit Some Blouses,14.95,blouses_eBook_cover.gif,blouses1.pdf,"Simply Beautiful! These are patterns for juniors, misses, and ladies. Included are easy step-by-step instructions and detailed diagrams.","<p>From Jodie:</p> <p>""Simply Beautiful! These are patterns for juniors, misses, and ladies. Included are easy step-by-step instructions and detailed diagrams""</p> <p>From Sue:</p> <p>Even though the images in this book are dated, the styles are timeless. The ""U"" neck top would be called a T shirt today.  The cowl neck design is so flattering, it never goes out of style. Replace the ribbing on these designs with hems or rolled edges for an easy update.</p> <p>Included:</p> <ul> <li>Cowl Neck Blouse</li> <li>Upright Dolman</li> <li>Lacy Sideways Dolman</li> <li>U-neck Blouse</li> <li>Upside down Peasant Blouse</li> <li>Lace stitch patterns</li> <li>Detailed instruction and comments by Jodi</li> <li>59 paages</li> </ul> <p><em>Well known, long time machine knitter, Jodie Raymond traveled extensively sharing her knowledge of machine knitting.  Known for her excellent finishing work and her clear instructions, Jodi authored 17 books in her long career.<br /><br />Knit it Now is honored to have purchased the publishing rights her books and is including her work in tutorials and patterns.</em></p>",1,0
432,Let's Knit Some Jackets,14.95,jacket_eBook_cover1.gif,jackets11.pdf,"Three terrific jackets, plus a jewel neckline sleevelss shell to compliment your outfits. Easy to knit, timeless in style, comfortable to wear with such effortless care. Diagrams and written instructions are included. ""You will have to knit more than one!","<p>Three terrific jackets, plus a jewel neckline sleeveless shell to compliment your outfits. Easy to knit, timeless in style, comfortable to wear with such effortless care. Diagrams and written instructions are included. ""You will have to knit more than one!""</p> NOTE: This download is large, if you are having trouble, please use the Parts 1-3 downloads individually</br> <p>This is a 72 page book. The patterns are included, but the value of the book is instructional. It is chock full of detailed instruction for constructing the perfect jacket at any gauge.</p> <p>From Jodie:<br /> <em>""Many different modes, from the most casual look to a very<br />dressy haute couture fashion, can be easily achieved by your<br />choice of different yarns and patterning. Just by varying the<br />length of the jacket or sleeves, substituting trims, adding or<br />subtracting pockets - you can completely change the character of<br />each of these basic jackets. With just a little thought, these<br />garments periodically can be easily updated to the most current<br />fashion, allowing you to be able to use this book over and over<br />again for many years. Each jacket projects it's own distinctive<br />image.""</em></p> <center><a href=""/contentlibrary/patternlibrary/thumbnails/jackets_photos.pdf""><img src=""/contentlibrary/patternlibrary/thumbnails/jodi_jacket.jpg"" alt="""" width=""200"" border=""0"" /></a></center>",1,0
427,Let's Knit Some Skirts,14.95,skirts_eBook_cover.gif,skirts.pdf,This time it is my purpose to help you knit some beautiful skirts to wear with your lovely sweaters. Most all these skirts are made only on the main bed of the knitting machine.,"<p>From Jodie:</p> <p>""This time it is my purpose to help you knit some beautiful skirts to wear with your lovely sweaters. Most all these skirts are made only on the main bed of the knitting machine.""</p> <p>From Sue:</p> <p>Even though the photos in this book are dated, the skirt shapes and knitting techniques are <b>timeless and invaluable!</b></p> <p>Includes:</p> <ul> <li>Measuring for a skirt</li> <li>Random Thoughts and Tips</li> <li>Waistbands</li> <li>Hems and more Hems</li> <li>4 Gore Skirt</li> <li>2 Gore Upside Down Skirt</li> <li>3 Gore Skirt</li> <li>Circular Skirt</li> <li>and more!</li> </ul> <p>55 pages</p> NOTE: This digital book is large. If you are having trouble downloading try using downloading Skirts Part 1 and Skirts Part 2 separately.",1,0
419,Let's Knit Some Slacks,14.95,slacks_image_master.gif,slacks2.pdf,"<p>Once you have worn properly knitted slacks, you will prefer no other kind.</p> <p>This book features attractive, comfortable and wearable slacks in several styles for all occasions.</p>","<p>From Jodie:</p> <p>""Once you have worn properly knitted slacks, you will prefer no other kind. This book features attractive, comfortable and wearable slacks in several styles for all occasions. Diagrams and written instructions are included..... Once you have tried them, you'll love them!""</p> <p>Includes:</p> <ul> <li>Detailed measuring instructions</li> <li>Instruction for perfect fit</li> <li>2 piece slacks</li> <li>4 piece slacks</li> <li>circular leg pants</li> <li>multiple waistband techniques</li> </ul> <p>57 pages</p> <p><em>Well known, long time machine knitter, Jodie Raymond traveled extensively sharing her knowledge of machine knitting. Known for her excellent finishing work and her clear instructions, Jodi authored 17 books in her long career.<br /><br />Knit it Now is honored to have purchased the publishing rights her books and is including her work in tutorials and patterns.</em></p> NOTE: To make downloads easier, we have broken the book into 3 parts.  If you are having trouble downloading with the Download button, use the individual links.<br><br>",1,0
628,Love Gloves,12.99,Love_glove_thumb.png,Love Gloves.pdf,Gloves on the knitting machine? Knit-1's inspirational pattern will get your creative juices flowing!,Looking for a new challenge?<br> Love Gloves guides you step by step through making gloves on the domestic single bed machine. It is a beautifully put together pattern and a unique product - a pattern for a glove is definitely not something you come across every day! <br><br>Included is the pattern and detailed photos on how to knit the gloves but we've also included a section on design variations with punch card patterns to give you ideas on how to customize your gloves.,0,0
502,Machine Knitting Trims and Edges - Double Bed,18.99,double_bed_cover_1501.jpg,Double_Bed_Trims_and_Edges.pdf,Beautiful double bed trims and edges for Japanese machines. Dress up your knitting!,"<p><strong>Downloadable PDF Version</strong><br /> Beautiful double bed trims and edges for Japanese machines. Dress up your knitting!</p> <ul> <li>24 double bed techniques</li> <li>Updated with full color photos</li> <li>Clear Charts and diagrams</li> <li>Searchable</li> </ul> <p>This updated book is based on Bonnie Triola's original 101 Trims and Edges book. It contains double bed techniques only.</p> <p><br /><em><small><a href=""https://www.knititnow.com/store/product/505/machine-knitting-trims-and-edges-single-bed-pdf/digitialdownload"">Single Bed Version here</a></small></em><br /></p> <p> </p>",1,0
501,Machine Knitting Trims and Edges - Double Bed (Kindle),9.99,double_bed_cover_150.jpg,NULL,Beautiful double bed trims and edges for Japanese machines. Dress up your knitting!<br>Kindle Version,"<p>Kindle Version<br /> Beautiful double bed trims and edges for Japanese machines. Dress up your knitting!</p> <ul> <li>24 double bed techniques</li> <li>Updated with full color photos</li> <li>Clear Charts and diagrams</li> <li>Searchable</li> </ul> <p>This updated book is based on Bonnie Triola's original 101 Trims and Edges book. It contains double bed techniques only.<br /> Did you know you can read Kindle books on your Mac and PC? <strong>You don't need a Kindle for this version of this book.</strong> Download the FREE app <a href=""http://www.amazon.com/gp/feature.html?ie=UTF8&amp;docId=1000426311"">here</a> </p> <hr /> <p><br /> Prefer a PDF version? <a href=""http://www.knititnow.com/store/product/502/machine-knitting-trims-and-edges-double-bed-pdf-format/digitialdownload""><strong>click here for a PDF version</strong></a></p>",0,0
505,Machine Knitting Trims and Edges - Single Bed,18.99,single_bed_cover_150.jpg,Single_bed_trims_and_edges1.pdf,Single Bed trims and edges for Japanese machines.  Dress up your knitting! PDF Version,"<p><strong>Downloadable PDF Version</strong><br /> Beautiful single bed trims and edges for Japanese machines. Dress up your knitting!</p> <ul> <li>53 single bed techniques (no ribber needed)</li> <li>Updated with full color photos</li> <li>Clear Charts and diagrams</li> <li>Includes color photos and instructions for basic techniques used</li> <li>Searchable</li> <li>111 pages</li> </ul> <p>This updated book is based on Bonnie Triola's original 101 Trims and Edges book. It contains single bed techniques only. Use any machine, no electronics are required.</p>  <a href=""/store/product/502/machine-knitting-trims-and-edges-double-bed-pdf/digitialdownload""><em><small>Double Bed version here</small></em></a>",1,0
479,Make 5 Star Styles,19.95,thumbnail1.jpg,MAKE A STAR SWEATER1.pdf,"Knit-1 has done it again!  Incorporate a simple star motif to create 5 stylish pieces. Knit a sweater, hat, scarf, or cowl... even the family dog will be a star!","<p>Knit-1 has done it again!  Incorporate a simple star motif to create 5 stylish pieces. Add graphic accents to a beautiful pullover sweater, Bobble Hat, scarf, or cowl... the Pooch Sweater will keep the family dog toasty this winter!</p> <p>Downloadable e-Book includes:</p> <ul> <li>Complete, detailed instructions for all 5 pieces</li> <li>Clear, color photos of garments and instruction</li> <li>Standard Gauge 28 stitches / 42 rows = 4"" (10cm)</li> <li>Ladies long-sleeve, round neck sweater. Finished bust 34"", 38"", 42""</li> <li>Detailed charts and diagrams</li> <li>Tips and Tricks for knitting success</li> <li>Finishing tips</li> <li>35 pages</li> <li>BONUS! DAK stitch pattern files and punchcard images</li> </ul> <div>Use the patterns and suggested stitch pattern designs as a jumping off point to make your own!</div> ",0,0
520,Mitten Magic for All Knitting Machines,24.95,mitten_cover_200.gif,mittens_for_any_knitting_machine_12.pdf,"Knitting mittens on the machine is not hard and with practice can be fast!  In a single knitting session, you can proudly say “look what I made!”<br><br> With this book, you can use any yarn and any knitting machine.  You don’t need fancy electronics or even punchcards.  Having a ribber is nice, but not essential.  ","<p>Can you knit swatches? Do you know how to set your machine to hold position (short rows?) Then you can knit mittens!<br /><br /> Not just for beginners, this book gives you the tools to get creative and knit not only functional mittens, but funky, fun designs.<br /><br /> The fill-in-the-blanks pattern allows you use any yarn and any techniques to create one-of-a-kind masterpiece mittens!</p> <table> <tbody> <tr> <td> <ul style=""font-size: 10px;""> <li>Knit and measure a proper gauge swatch</li> <li>Simple math to chart your own mitten</li> <li>Combine hand knitting with machine knitting</li> <li>Cuff options</li> <li>Inserting a gored thumb with no sewing</li> <li>Fingerless mittens</li> </ul> </td> <td> <ul style=""font-size: 10px;""> <li>Invisible Kitchener stitch seam</li> <li>No-bulk Bickford Seam</li> <li>Gather technique</li> <li>Knitting Stripes (and dealing with the ends)</li> <li>Embellishment inspiration</li> <li>And much more!</li> <li><em>43 pages</em></li> </ul> </td> </tr> </tbody> </table> <p><br /><strong>BONUS:</strong></p> <ul style=""font-size: 10px;""> <li>Block alphabet to work with duplicate stitch or fairisle</li> <li>Gauged knitters graph paper with full size mitten template to chart your own design (4-5-6-7 stitches to the inch gauge)</li> </ul> <div align=""center"">    <a data-pin-do=""embedBoard"" data-pin-board-width=""500"" data-pin-scale-height=""240"" data-pin-scale-width=""100"" href=""https://www.pinterest.com/knititnow/machine-knit-mittens/""></a>   </div> <InvalidTag async defer src=""//assets.pinterest.com/js/pinit.js""></script>",0,0
533,Nursery Rhyme Knits Vol 1,9.95,cover_200_1.jpg,nursery_rhyme_knits1_optimized.pdf,Collection of unisex kids sweaters featuring Nursery Rhyme motifs. For all Punchcard and Electronic Knitting Machines.,"Treat your kids and grandkids to very special sweaters based on their favorite nursery rhymes.<br>Perfect for beginners, the book is stuffed full of tips and tricks for successfully knitting these sweaters. Easy knitting, the sweater styles are crew neck with drop shoulders. They are shown with ribbed neckbands, hems and cuffs.<br><br> <blockquote><em>Phyllis Waterhouse is a long-time machine knitter, knitwear designer, instructor and author. The photography may be dated, but her books are clear, easy to follow and stuffed full of helpful tips and tricks.  Her fun designs are sure to bring a smile!</em></blockquote><br><br> <b>Includes:</b><br> <table> <tr> <td> <ul> <li>Kids sizes 2-14 (26"" - 37"" chest) <li>11 designs</li> <li>40 charts</li> <li><b>DAK files included</li> <li>Full Size Punchcard images</b></li> <li>90 pages</li> <li>READY FOR IMMEDIATE DOWNLOAD</LI> </td> <td width = ""10""></td>  <td> <ul> <li>Mary had a Little Lamb</li> <li>Hickory Dickory Dock</li> <li>Jack Jumped Over the Candlestick</li> <li>Old Woman Who Lived in a Shoe</li> <li>Little Bo Peep</li> <li>Itsy Bitsy Spider</li> <li>Three Blind Mice</li> <li>Mother Goose</li> <li>Humpty Dumpty</li> <li>Leaping Little Frogs</li> <li>Little Miss Muffet</li> </ul> </td> </tr> </table>  <a href="" /store/product/532/nursery-rhyme-knits-vol/digitialdownload "">More Nursery Rhyme Knits (Vol 2)</a> ",1,0
532,Nursery Rhyme Knits Vol 2,9.95,cover_2005.jpg,Nursery_rhyme_knits2_optimized2.pdf,Collection of unisex kids sweaters featuring Nursery Rhyme motifs. For all Punchcard and Electronic Knitting Machines.,"Treat your kids and grandkids to very special sweaters based on their favorite nursery rhymes.<br>Perfect for beginners, the book is stuffed full of tips and tricks for successfully knitting these sweaters. Easy knitting, the sweater styles are crew neck with drop shoulders. They are shown with ribbed neckbands, hems and cuffs.<br><br> <blockquote><em>Phyllis Waterhouse is a long-time machine knitter, knitwear designer, instructor and author. The photography may be dated, but her books are clear, easy to follow and stuffed full of helpful tips and tricks.  Her fun designs are sure to bring a smile!</em></blockquote><br><br>  <b>Includes:</b><br> <table> <tr> <td> <ul> <li>Kids sizes 2-14 (26"" - 37"" chest) <li>11 designs</li> <li>45 charts</li> <li><b>DAK files included</li> <li>Full Size Punchcard images</b></li> <li>90 pages</li> <li>READY FOR IMMEDATE DOWNLOAD</LI> </td> <td width = ""10""></td>  <td> <ul> <li>Polly Put the Kettle on</li> <li>Hey Diddle Diddle</li> <li>This Little Piggy</li> <li>Yankee Doodle Came to Town</li> <li>Ladybug, Ladybug, Fly Away Home</li> <li>Old Mother Hubbard</li> <li>Three Little Kittens</li> <li>Peter Peter Pumpkin Eater</li> <li>An Apple a Day</li> <li>Little Boy Blue</li> <li>Hen and Baby Chicks</li> </ul></td>  </tr> </table>  <a href="" /store/product/533/nursery-rhyme-knits-vol/digitialdownload "">More Nursery Rhyme Knits (Vol 1)</a> ",1,0
536,Picture Knits,9.95,picture_knits_150.jpg,picture_knits_optimized.pdf,Collection of unisex kids sweaters for Kids. For all Punchcard and Electronic Knitting Machines. Drop shoulder styles are easy knitting and a perfect canvas for adding the charming motifs,"Treat your kids and grandkids to very special sweaters.<br>Perfect for beginners, the book is stuffed full of tips and tricks for successfully knitting these sweaters. Easy knitting, the sweater styles are crew neck with drop shoulders. They are shown with ribbed neckbands, hems and cuffs.<br><br> <blockquote><em>Phyllis Waterhouse is a long-time machine knitter, knitwear designer, instructor and author. The photography may be dated, but her books are clear, easy to follow and stuffed full of helpful tips and tricks.  Her fun designs are sure to bring a smile!</em></blockquote><br><br> <b>Includes:</b><br> <table> <tr> <td> <ul> <li>Kids sizes 2-10 (26"" - 35"" chest) <li>12 designs</li> <li>39 charts</li> <li><b>DAK files included</li> <li>Full Size Punchcard images</b></li> <li>88 pages</li> <li>READY FOR IMMEDIATE DOWNLOAD</LI> </td> <td width = ""10""></td>  <td> <ul> <li>Snowmen</li> <li>Rhino</li> <li>Jack Jumped Over the Candlestick</li> <li>Boy and Girl Doll</li> <li>Butterfliesp</li> <li>Squirrels, Tree and Mountains</li> <li>Dolphins</li> <li>Fish and Sailboat</li> <li>Pixie</li> <li>Turtles</li> <li>Hannahs Dress</li> <li>Poodles</li> <li>Ducks and Cat-tails</li> </ul> </td> </tr> </table> ",0,0
443,Pockets for Machine Knitters,12.95,Pockets_mini_book_thumbnail.jpg,pockets_mini.pdf,"Pockets have been around as long as we have worn clothes. They have evolved through our lifestyles. And, they will always be included in our fashions because of their usefulness and decorative appearance.   Machine Knitters have lots of options for adding pockets.  This e-Book will get you started.","<p>Pockets have been around as long as we have worn clothes. They have evolved through our lifestyles. And, they will always be included in our fashions because of their usefulness and decorative appearance. <br /><br />Machine Knitters have lots of options for adding pockets.  This e-Book will get you started.</p> <ul> <li>Why Add Pockets</li> <li>Size and Placement</li> <li>Requirements</li> <li>Decorative and Functional</li> <li>Zippered Pockets</li> <li>Stabilizing pockets for long wear</li> <ul> <li>Bound buttonhole style facing</li> <li>Horizontal Opening</li> <li>Vertical Opening</li> </ul> </ul> <p> </p>",0,1
535,Sailing with the Garter Carriage,18.95,sailing_150.jpg,sailing_with_the_garter_carriage_optimized.pdf,Get your garter carriage sailing with these 14 unisex pullovers for Brother Electronic and punch card knitting machines. These classic nautical-themed will chase the chill for your sailor!,"Fire up your Garter Carriage and knit these 14 timeless, unisex, pullover patterns with a nautical theme. <table align = ""center""> <tr> <td>  <ul> <li>Drop Shoulder with crew neck style</li> <li>Sized from 44"" - 56"" finished bust</li> <li>Gauge 6 - 6.5 stitchs and 9-10 rows per inch</li> <li>75 pages</li> <li>Ready for IMMEDIATE DOWNLOAD</li> <li>45 stitch pattern included</li> <li>DAK files</li> </ul> </td> <td width = ""10""></td> <td> <ul> <Li> Tree of Life</li> <li> Diamonds</li> <li> Cables</li> <li>Hearts</li> <li>Boxes</li> <li>Anchor</li> <li>Zig Zags</li> <li>Starfish</li> <li>Ship</li>  </ul> </td> </tr> </table>  <br> NOTE: To use these stitch patterns, you will need to program your electronic machine or use the included DesignaKnit Files</br>  <em><small>Phyllis Waterhouse is a long-time machine knitter, knitwear designer, instructor and author. The photography may be dated, but her books are clear, easy to follow and stuffed full of helpful tips and tricks. </small></em>",1,0
514,Sailing with the Garter Carriage DAK,14.99,NULL,sailing_with_the_garter_carriage.pdf,"Get your garter carriage sailing with these 14 unisex pullovers for Brother Electronic and punch card knitting machines. These classic sailing-themed will chase the chill for your sailor! ","Get your garter carriage sailing with these 14 unisex pullovers for Brother Electronic and punch card knitting machines. These classic sailing-themed will chase the chill for your sailor!  <br> <ul> <li>5 sizes 40 - 56"" bust/chest</li> <li>gauge: 6 inches / 9-10 rows per inch</li> <li>45 DesignaKnit stitch pattern files</li> <li>26 punchcards</li> </ul>  Follow Phyllis's patterns exactly, or mix 'n match the stitch patterns to personalize your sweaters.<br><br> For knitters with electronic machines, here are  ",0,0
422,Signature Hats and Caps,9.95,caps_eBook_cover.gif,Signature_Hats.pdf,"The greatest asset of our knitting machine is the ease with which an unusual, personalized gift can be produced. A hat or cap with a signature or a special slogan really conveys a very special ""thinking just of you"" that is hard to top. This book of patterns is published to compile some different methods to knit in your unique designs. <br><br> The patterns all have step-bystep instructions. Some also have diagrams to help explain the positioning of the letters, etc. Several variations are printed of some items to enable you to use the same pattern and knit an entirely different look.","<p>Diagram style and written text instructions for several method of personalizing hats and caps that says ""Especially for you!""</p> <p>From Jodie:</p> <p>The greatest asset of our knitting machine is the ease with which an unusual, personalized gift can be produced. A hat or cap with a signature or a special slogan really conveys a very special ""thinking just of you"" that is hard to top. This book of patterns is published to compile some different methods to knit in your unique designs.</p> <p>The patterns all have step-by step instructions. Some also have diagrams to help explain the positioning of the letters, etc. Several variations are printed of some items to enable you to use the same pattern and knit an entirely different look.</p> <blockquote><em>From Sue: <p>The photos in this book may be dated, but the techniques presented are invaluable!</em></blockquote<br><br>Included: <table align=""center""> <tr> <td> <ul> <li>Lined Skull Cap</li> <li>Easy  Double, Double Ski Hat</li> <li>Lined Ski Hat</li> <li>Cap with Visor</li> </ul> </td> <td width='20'></td> <td> <ul> <li>Pleated Beret</li> <li>Crochet Button</li> <li><em>and more!</em></li> </ul> </td> </tr> </table> <p> </p>",1,0
448,Supplement to Irish Knits Cardigans,10.00,supplement_thumbnail.png,cardigan_suppliment.pdf,"Written as a supplement to the book ""Irish Cardigans with G-carriage"" this supplement includes pattern instruction for knitting with heavier wool.","<p>Printed and bound book. Written as a supplement to the book ""Irish Cardigans with G-carriage"" this supplement includes pattern instruction for knitting with heavier wool. General information, printed charts, DAK files and knitting procedures for the stitch patterns are included with the original book. This supplement includes row-by-row instructions for knitting the garment shapes at a gauge of 5.5 sts and 7.5 rows per inch. Tami used a discontinued yarn, Forsell Slalom a 100% wool yarn to knit these sweaters. The gauge from the ball band is 18 sts / 24 rows = 4"". In this supplement, she shares her secrets for using this yarn (approx 900 YPP) with your g-carriage. 16 pages.</p>",0,0
458,Supplement to Irish Knits Cardigans,10.00,supplement_thumbnail1.png,cardigan_suppliment1.pdf,"Written as a supplement to the book ""Irish Cardigans with G-carriage"" this supplement includes pattern instruction for knitting with heavier wool.","<p>Printed and bound book.<br /><br /> Written as a supplement to the book ""Irish Cardigans with G-carriage"" this supplement includes pattern instruction for knitting with heavier wool.<br /><br /> General information, printed charts, DAK files and knitting procedures for the stitch patterns are included with the original book.<br /><br /> This supplement includes row-by-row instructions for knitting the garment shapes at a gauge of 5.5 sts and 7.5 rows per inch.<br /><br /> Tami used a discontinued yarn, Forsell Slalom a 100% wool yarn to knit these sweaters. The gauge from the ball band is 18 sts / 24 rows = 4"". <br /><br /> In this supplement, she shares her secrets for using this yarn (approx 900 YPP) with your g-carriage.<br /><br /> 16 pages.</p>",0,0
