BookID,Title,Author,Topic,UrlLink,Description,Thumbnail,Tags,HaveCount,WantCount,SellCount,AvgRating,RatingCount
49,Knitting in Plain English,"Righetti, Maggie",General Knitting,https://amzn.to/3Fgjo51,"Righetti gives readers what they've asked for: advice on making all different garments, working with new patterns and different kinds of yarn, and even an introduction to her own legendary history. Neither aggressively hip nor bafflingly encyclopedic, Knitting in Plain English offers basic principles that will make any project---from a basic blanket to an intricate sweater---rewarding",plain_english.jpg,Finishing,11,3,4,5.00,1
18,Knitting in the Old Way: Designs and Techniques from Ethnic Sweaters,"Gibson-Roberts, Priscilla",General Knitting,https://amzn.to/3vF4YrZ,A wonderful resource for old and new who like to knit.,old_way.jpg," Fabric/Surface Design, Finishing, Patterns",17,5,7,5.00,1
96,Knitting Machine Workbook,Tami Nobuki,Japanese Machines,,"Completes step-by-step instructions on how to use various knitting machines, including techniques such as short rowing, garment shaping, using the garter bar, Making pockets and buttonholes.",image11.jpg,"Finishing, General Reference, Techniques",18,2,5,0.00,0
109,Knitting Machine Workbook No.2 Basic Ribber Techniques,Tami Nobuyuki,Techniques,,"Step by step instructions on how to use your Ribber. Learn the basics and move on to expertise in all ribbing techniques. Great book for beginners and more advanced knitters. ",image23.jpg,"Finishing, General Reference, Machine Manual, Patterns, Techniques",19,10,9,5.00,1
94,Knitting Necklines,Sylvia Jones,Passap,,"A manual  describing a variety of techniques for finishing neck lines, with specific instructions for the Passap D — 80 or E – 6000. Includes templates.",image9.jpg,Techniques,5,3,3,0.00,0
38,Knitting on the Edge,"Oger, Mary Anne",Both Japanese and Passap Machines,http://www.knitwords.com/home.html,"This compilation of 26 single bed and 24 double bed bands, edges, trims starts and finishes has been put together in a workbook style presentation just as they were in 50 Ways To Love Your Knitter. The majority of trims in this collection, like its cousin (50 Ways) can be used in virtually any yarn and on any gauge machine. While Mary Anne doesn't claim total originality with all the edges, the majority of them are the result of her own experiments. Many are brand new and several are the result of working with Passap patterns with Knitwords magazine.",knitting_on_the_edge.jpg," Fabric/Surface Design, General Reference, Techniques",10,5,8,0.00,0
52,"Knitting Plus: Simple, Stunning Techniques for Embroidered Knitting","Stanley, Montse,",Both Japanese and Passap Machines,https://amzn.to/3vYxDYc,,knitting_plus.jpg,Techniques,7,4,6,4.00,1
83,Knitting With the Lights Off,Bille Hall,Passap,,A guide to knitting on the E – 6000 without electronics. It includes basic knitting techniques and patterns. Excellent book for beginners.,image1.jpg,"General Reference, Machine Manual, Patterns, Techniques",11,14,10,5.00,1
111,Lathe’s Knits for Passap Babies,Kathe Keck,Passap,,"Basic instructions for making baby clothes on a Passap including cut and sew necklines, buttonholes, etc.",image24.jpg,"Finishing, Patterns",4,2,4,0.00,0
169,Linking Knitwear for Machine Knitters,Helen Sharp,General Knitting,,"Step by step instructions for using a linker to get a professional finish on your machine knitted garments.<br> <a href=""https://amzn.to/472Boxz"" target=""_blank"">Buy from Amazon (affiliate link)</a>",linking.jpg,Finishing,9,5,6,5.00,1
130,LK-150 Classics,Irene Woods,Japanese Machines,,"While the reference is to the LK – 150, these patterns can be used with any knitting machine as they are very basic. Easy to use with clear, concise directions and illustrations as well as charts.",image42.jpg,"charting, Finishing, General Reference, Patterns",10,19,8,5.00,1
32,Machine and Hand Knitting Pattern Design,"Kinder, Kathleen",Both Japanese and Passap Machines,https://amzn.to/37bffmv,"For many years there has been a gap between hand and machine knitting, with hand knitting having a reputation for being more conservative and less adventurous. Today, as more and more knitters experiment with both types, there is a need to bridge the gap and also to give hand knitting a firm basis for future developments by introducing an internationally recognised system of pattern notation. Kathleen Kinder does this by first exploring the history of pattern working in order to clear up any misunderstandings",pattern_design_kinder.jpg," Fabric/Surface Design",15,2,4,0.00,0
119,Machine Knits by Valerie Carter,Valerie Carter,Both Japanese and Passap Machines,https://amzn.to/3PIakeg,"Forty patterns with easy to follow pattern instructions, and illustrations. Patterns adaptable to all makes of machine. Variety of sweater sleeves, colors and neck lines for limitless pattern combinations with a special section explaining the essential techniques.",image32.jpg,"charting, Finishing, General Reference, Patterns, Techniques",10,2,5,0.00,0
82,Machine Knitting,Injoo Kim and Ruth Burbank,Japanese Machines,https://amzn.to/38AzJ8H,"This book is a study in the fundamentals of knitting machine operation. It covers a variety of knitting machines. And it gives you general information about knitting machines and supplies, basic beginning knitting techniques and simple beginner projects. It covers  Silver Reed and Brother  machines primarily.  It comes with a very helpful DVD.",image.jpg,"charting, Finishing, General Reference, Machine Manual, Patterns, Techniques",11,4,8,0.00,0
78,Machine Knitting Designing with Colour,Alison Dupernex,Japanese Machines,https://amzn.to/3a50RNF,"A beautiful inspirational modern machine knitting book. Alison covers a history of hand frame knitting, techniques and stitches, the design process, designing with stripes, colour, circles, fair isle, lace and sculptural vessels. The book finishes with a section on knitting as a business. Her colour combinations are divine and the garment patterns have simple unstructured shapes giving them a contemporary look. The book also contains photos of all the punch cards used. ",Screenshot 2022-05-14 222203.gif," Fabric/Surface Design, General Reference, Patterns, Techniques",17,5,6,5.00,1
66,Machine Knitting Technology & Patterns,Mary Weaver,Techniques,,,needs_image6.jpg,NULL,7,3,5,0.00,0
75,Machine Knitting Trims and Edges - Double Bed (Digital),"Bonnie Triola, Sue Jalowiec",Japanese Machines,https://www.knititnow.com/store/product/502/machine-knitting-trims-and-edges-double-bed/digitialdownload,"Beautiful double bed trims and edges for Japanese machines. Dress up your knitting! <ul> <li>24 double bed techniques</li> <li>Updated with full color photos</li> <li>Clear Charts and diagrams</li> <li>Searchable</li> </ul> This updated book is based on Bonnie Triola's original 101 Trims and Edges book. It contains double bed techniques only.<br><br> ",trims_edges2.jpg,NULL,7,3,3,4.00,1
74,Machine Knitting Trims and Edges - Single Bed (Digital),"Bonnie Triola, Sue Jalowiec",Japanese Machines,https://www.knititnow.com/store/product/505/machine-knitting-trims-and-edges-single-bed/digitialdownload,"Dress up your knitting<br><br> This updated book is based on Bonnie Triola's original 101 Trims and Edges book. It contains single bed techniques only. Use any machine, no electronics are required.   ",trims_edges.jpg,NULL,10,6,9,4.50,2
154,Make Your Knitting Machine Sing,Scott Renno and James Dixon,Brother machine maintenance,https://store.dknits.com/pd-make-your-knitting-machine-sing.cfm,NULL,BookMakeYourKMSing.jpg,NULL,12,11,5,5.00,1
58,Mary Thomas’s Knitting Book,"Thomas, Mary",General Knitting,https://amzn.to/3s4EIVV,,mary_thomas.jpg,General Reference,12,2,4,4.00,1
157,Mid-Gauge Basics and Much More,Charlene Shafer,Single Bed Knitting Machines,https://knitknackshop.com/shop/books/books-by-charlene-shafer/0543mid-gauge-basics-much-more/,"Basic techniques for LK 150 and other Mid Gauge and Bulky Machines. lessons with row by row instructions and colour photos. Actual projects, such as scarf, blanket, shawl and cardigans. All techniques including tuck, slip and lace have rwo by row instructions",Mig gauage Basics and Much More.jpg,"Patterns, Techniques",9,2,2,0.00,0
21,More Hand-manipulated Stitches for Machine Knitters,"Guagliumi, Susan",Hand Manipulation,https://amzn.to/3LF1gEr,"More Hand Manipulated Stitches, the long-awaited sequel to Hand Manipulated Stitches for Machine Knitters, explores and explains every facet of bridging stitches on a knitting machine.",more_hand_susan.jpg,Techniques,26,7,7,4.80,5
141,Mosaic Knitting,Barbara Walker,Stitch patterns,https://amzn.to/3B0wWkx,Excellent hand knitting inspiration for the <a data-GlossaryId='707' class='glossaryhelp'>Mosaic Knitting <i class='fa fa-question-circle' aria-hidden='true'></i></a> technique.<br> Although written for hand knitters machine knitters can use these designs as inspiration for <a data-GlossaryId='709' class='glossaryhelp'>Multi-color Slip <i class='fa fa-question-circle' aria-hidden='true'></i></a> and <a data-GlossaryId='708' class='glossaryhelp'>Multi-Color Tuck <i class='fa fa-question-circle' aria-hidden='true'></i></a> both on the single and double beds.,mosaic_knitting.jpg," Fabric/Surface Design",8,3,4,4.50,2
106,Motif Magic,Jilly Austwick,Techniques,,"Lots of great motifs for hand and machine knitters with patterns, charts and detailed directions. Great for DAK. ",image20.jpg,"charting, Patterns, Techniques",9,2,6,0.00,0
139,My First Pattern Book,Charlene Shafer,Japanese Machines,,"Covers the built-in features of the knitting machine as well as teaches basic techniques through the use of patterns. Teaches Fairisle, talk, slip, lace, and weaving. There are patterns for a stocking hat, scarf and child sweater with step-by-step instructions.",image51.jpg,"charting, Finishing, General Reference, Patterns, Techniques",8,2,4,0.00,0
60,Neckline Encyclopedia,,Both Japanese and Passap Machines,https://amzn.to/3MR8Pb5,NULL,neckline_encyclopedia.jpg,Techniques,10,11,11,5.00,1
131,NFL Sweaters,Nomis Yarns,Both Japanese and Passap Machines,,Easy to make Intarsia designs for 14 AFL teams.  Charts are very easy to use with DAK and your favorite sweater or Afghan pattern. Directions are included for a basic sweater.,image43.jpg," Fabric/Surface Design, Patterns",4,5,5,5.00,1
43,Nicely Knit Lines,"Norman, Mary Louise",Both Japanese and Passap Machines,https://amzn.to/3LJ83Nj," Professional Pattern Drafting for Machine Knitters. If you aren't familiar with Mary Louise Normans work then you are in for a treat. She wrote fantastic books. The author of all authors. This book is 146 pages<br><br> If you don't understand how to draft your own pattern then this book will teach you. All aspects of drafting, from a detailed explanation of the Basic to more complex designing techniques have been covered in this book. They are written clearly and concisely in full detail.",nicely_knit_lines.jpg,Patterns,11,8,6,4.00,3
190,"Nursery Rhyme Knits, volume 2, for all punchcard and electronic knitting machines",Waterhouse Phyllis," ",,"this is available as a download here https://www.knititnow.com/store/product/532/nursery-rhyme-knits-vol/digitialdownload ",NULL," Fabric/Surface Design, Patterns",5,2,4,0.00,0
155,Passap Cut and Sew Collars and Bands,Michael Becker,Passap,https://store.dknits.com/pd_passap_neckline_book.cfm,"Self-Folding, Crew Neck, Sandwich Style and more.",PassapBandsCover.jpg,NULL,7,3,7,5.00,1
45,Passap Drive-Thru Club Programs,unknown,Passap,NULL,NULL,needs_image5.jpg,Techniques,5,4,8,0.00,0
46,Passap Duomatic 80 Manual,Passap,Passap,NULL,NULL,dm80.png,Machine Manual,6,2,9,0.00,0
47,Passap E6000 Manual,Passap,Passap,NULL,NULL,passap_e6000_manual.png,Machine Manual,6,2,2,0.00,0
39,Passap Personal Instructor E6000 Part One,"Oneacre, Jeanne",Passap,,,needs_image4.jpg,Techniques,4,4,4,0.00,0
40,Passap Personal Instructor E6000 Part Two,"Oneacre, Jeanne",Passap,,,needs_image3.jpg,Techniques,5,3,7,0.00,0
136,Punch Another Bunch,Hallandall,Both Japanese and Passap Machines,,More designs for the punchcard and DAK,image48.jpg,Patterns,4,1,3,0.00,0
135,Punch-A-Bunch,Hallandall,Both Japanese and Passap Machines,,Lots of  punchcard designs that can easily be transferred to DAK,image47.jpg,Patterns,6,2,2,0.00,0
128,Quick Thick Machine Knis,Mary Davis,Japanese Machines,,"Many beautiful sweater, tops, designs for the bulky machines with charts and complete instructions for each. Sweaters for men and women. Lots of beautiful photographs of each Sweater. The charts and design patterns could easily be adapted for any machine Dash punchcard, electronic and DAK",image40.jpg," Fabric/Surface Design, charting, Finishing, Patterns",9,4,8,5.00,3
48,Reader’s Digest Complete Guide to Needlework,Unknown,General Knitting,https://amzn.to/3FcXP5B,"More than twenty-six hundred drawings and photographs and clearly presented directions provide an understanding of the techniques involved in numerous traditional needlework crafts, including embroidery, quilting, applique, macrame, knitting, and rug hooking",complete_guide.jpg,Finishing,13,2,5,5.00,1
140,Rescue and Salvage - Ideas for Recycling Knits,Lucy Desgrey,General Knitting,,"Very imaginative ideas for reusing swatches, knit garments and other bits of knitting you may have around the house, including Making afghans, rugs, pillows, wall hangings, etc.",image52.jpg,General Reference,6,1,3,0.00,0
33,"Resource Book for Machine Knitters ","Kinder, Kathleen",Both Japanese and Passap Machines,https://amzn.to/3w0gCNi,"The author published a 2nd version of this book <a href=""https://www.knititnow.com/books/34/a-second-resource-book-for-machine-knitters"">A Second Resouce Book for Machine Knitters</a>",Resource Book.jpg," Fabric/Surface Design, General Reference",10,4,6,5.00,1
97,Ribber Workshop,Eileen Montgomery,Techniques,,Lovely collection of hats and scarves made using the ribber  on Brother and Singer machines.,image12.jpg,"Patterns, Techniques",5,2,4,0.00,0
116,Road Map to E-6000,Carl Peterson,Passap,,Detailed Flow chart for programming E-6000 machine techniques on the console,image29.jpg,Techniques,5,6,7,0.00,0
191,Sailing with the Garter Carriage: 14 unisex patterns for all Brother electronic and punchcard knitting machines,Waterhouse Phyllis," ",https://www.knititnow.com/store/product/535/sailing-with-the-garter-carriage/digitialdownload,this is available as an ebook,NULL," Fabric/Surface Design, Patterns",7,2,3,0.00,0
104,Simple Cut and Sew,Helen Loudwell,Both Japanese and Passap Machines,,Cut and sew simplified for Passap and Japanese machines. Lots of different neckbands for single and double Bed machines. Very easy to produce beautiful neckbands. Great for beginners.,image18.jpg,"Finishing, General Reference, Patterns, Techniques",8,7,4,4.00,1
156,Simply Sensational,Edited by Susan Guagliumi,Single Bed Knitting Machines,,"13 patterns for mid gauge machines, from roomy to fitted, fairisle to lace, weaving and cables. Mostly women's fashions but also a mans vest and cabled pullover. Even a hat!",Simply Sensational for Mid gauge machines.jpg,Patterns,7,4,7,0.00,0
113,Standee’s Kwik Knits,Sandee Cherry,Both Japanese and Passap Machines,,"Step by step fool-proof sweaters for all ages and sizes. Lots of charts and ideas. Patterns are for Japanese machines, but can easily be adapted to Passap machines. ",image26.jpg,"charting, Finishing, General Reference, Patterns, Techniques",6,5,4,5.00,1
179,SWAN Sock: sock without a name," Desgrey Lucy M.",Socks,,"This has been updated and re-written in digital, downloadable format. <a href=""https://www.knititnow.com/store/product/710/the-ultimate-machine-knit-socks-ebook/digitialdownload"">Ultimate Machine Knit Socks</a> ",NULL,Patterns,7,2,3,0.00,0
84,Sweater Design Workbook,Gail Selfridge,General Knitting,https://amzn.to/38zIG2e,"Make a basic sweater using full proof versatile basic patterns. The modular yoke design will make a baby sweater, a men’s cardigan, a woman’s classic V-neck Dash any design you wish with one pattern. It can be adapted to any size or style. The book includes graph paper to design your own sweaters. Very easy to follow instructions.",5C18FA5E-C9BD-4407-BE4D-B724B4AC5AA0.jpeg,"charting, Patterns, Techniques",4,4,8,0.00,0
124,Sweater Designing for Machine Knitters,Leslye Solomon,Japanese Machines,,"This is an excellent beginners book. It teaches you how to use a knitting machine and how to design and make your own sweaters, start to finish.  Great detailed explanations of charting, shaping, neckbands, patterning, etc., all the way through blocking your  finished sweater. ",image36.jpg,"charting, Finishing, General Reference, Machine Manual, Patterns, Techniques",6,11,8,5.00,1
137,Sweaters for Preschoolers,Eileen Montgomery,Both Japanese and Passap Machines,,Very detailed instructions for making children sweaters with diagrams and charts. Great for beginners making their first sweaters and experienced knitters Looking for ideas.,image49.jpg," Fabric/Surface Design, charting, Finishing, General Reference, Patterns, Techniques",3,1,2,0.00,0
28,Techniques for Machine Knitting: Part1,"Hutchison, Alles",Both Japanese and Passap Machines,https://countryknittingofmaine.com/AllesHutchinsonBooks.html,,needs_image.jpg,Techniques,5,19,3,0.00,0
35,Techniques in Machine Knitting,"Kinder, Kathleen",Both Japanese and Passap Machines,https://amzn.to/3y8CCYX,"Provides patterns and instructions for using a knitting machine to make a variety of hats, socks, gloves, sweaters, jackets, and blouses",techniques.jpg,Techniques,10,6,3,0.00,0
56,That Final Touch,"Sweet, Norma",Both Japanese and Passap Machines,https://amzn.to/3kzZcS7,"This is a booklet on Finishing Techniques for Machine Knitting. Complete with 107 Photographs and Illustrations. Topics included are Seaming, Short Rowing, Shoulder seams, Hems, Waistbands, Darts, Necklines and Collars, Armhole Finishes, Raglan Slants, Cuffs, Buttonbands, Pockets, and Garter Bar.",final_touch.jpg,Finishing,10,2,9,0.00,0
57,The ‘I Hate to Finish Sweaters’ Guide to Finishing Sweaters,"Szabo, Janet",Both Japanese and Passap Machines,https://amzn.to/37ZJNba,63 page booklet with instructions for completing a sweater project.,hate_to_finsih.jpg,Finishing,6,1,2,0.00,0
178,The 100 in 1 Sweater Book 3: for pre-teens and young adults,Conley Loretta," ",,,NULL,Patterns,7,2,4,0.00,0
81,The 100 in 1 Sweater Book for adults,Loretta Conley,Japanese Machines,,Row by row  instructions and techniques for adult sweaters. Great beginner book. Lots of designs and patterns. Can be adapted to any machine and DAK.,D861D9C4-760F-41DD-AE73-6B4CE79CBA36.jpeg,"charting, Finishing, General Reference, Patterns, Techniques",5,2,4,0.00,0
102,The 100 in 1 Sweater for Children,Loretta Conley,Japanese Machines,,Beginners books of sweaters to make for children two years and up with lots of lovely designs and patterns. Easy charting and step-by-step instructions. Great way to learn machine knitting.,8C8D2B45-5CB8-4083-86B8-05E237BDA8D5.jpeg,"charting, Finishing, General Reference, Patterns, Techniques",11,4,5,0.00,0
80,The 101 in 1 Sweater,Loretta Conley,Japanese Machines,,"For Pre-teens and young adults<br> Row by row instructions for machine knit sweaters for teens and young adults. For Japanese machines, but can be used on any machine. Very detailed and very simple for beginners. Lots of lovely designs.",7D591AB9-778F-4181-A71A-846A5267D8A7.jpeg,"charting, Finishing, General Reference, Patterns, Techniques",7,2,3,0.00,0
11,The Advanced Knitting Architect,"Elalouf, Sion",Both Japanese and Passap Machines,https://amzn.to/3kA4z3V,"Detailed instructions with drawings to enable the knitter to design or create a sweater that fits. Sub-headings include measurements, gauges, shape, constants, basic charting principles and their applications, sleeves, cardigans.",arachitect2.jpg,charting,10,12,12,5.00,1
184,The Art of Motif Knitting and 24 Stitch Design,Kinder Kathleen," ",,,the-art-of-motif-knitting.webp," Fabric/Surface Design",4,1,2,0.00,0
27,"The Book of Machine Knitting ","Holbourne, David",Both Japanese and Passap Machines,https://amzn.to/3OSvfux,"This book explains the different uses for the knitting machine. It explains the criteria for selecting different types of yarns and describes the range of fibers, weights and ply available. Then step by step instructions are given for all the techniques and solutions for problems which might arise.",basic book of MK.jpg,Techniques,11,5,4,0.00,0
181,The Double Bed: a combination book of double bed techniques,Griffiths Helen," ",,,the-double-bed.jpg,NULL,4,2,2,0.00,0
86,The E6000 Reference Book,Eileen Metcalf,Passap,,"A supplement to the E 6000 manual. Detailed  information on the use of the E-6000.  Lots of hints, tips and explanations.",image2.jpg,"Machine Manual, Techniques",4,5,7,0.00,0
118,The Form Collection- Model Books 35 through 44,Victoria Kearney,Passap,,"For anyone who uses the Passap form program. Hundreds of patterns taken from the Passap model books ready to be programmed into the Form program. Explicit directions for programming in sweaters, pants, dresses, etc. for men, women and children.",image31.jpg,"charting, Patterns, Techniques",5,3,13,0.00,0
173,The Garter Bar: learn the newest techniques,Alles Knitting Publications," ",,,the garter bar.jpg,NULL,5,1,2,0.00,0
122,The Garter Carriage,Diane Bennet,Japanese Machines,,Basic information and ideas for using your garter carriage. All the garments can be knitted on punchcard and electronic machines with any model gutter carriage. Stitch design and programs are included at the end of the book for the electronic machines.,image35.jpg,"General Reference, Machine Manual, Patterns, Techniques",7,3,8,0.00,0
175,The Garter Carriage: patterns and techniques,Bennett Diane," ",,,garter carriage.jpg,Garter Carriage,7,2,3,0.00,0
143,The Handbook for Manual Machine Knitters,Mary Anne Oger,Stitch patterns,,"A book with guidance for creating manual patterning. It also has information on preparing yarn, cast ons, decreasing and increasing.   I remembered I had this book after I struggled figuring out how to do Tuck manually on my Elna EK2300 bulky machine. I had read the book cover to cover a few years ago. I forgot about it.   The instructions for tuck were excellent and had I remembered the book when I started, it would have been easier. I am keeping this book on my table as I familiarize myself with this machine, and any other machines. ",IMG_9280.jpeg,"General Reference, Patterns, Techniques",20,6,9,5.00,3
107,The Harmony Guide to Machine Knitting Stitches,Harmony,Japanese Machines,https://amzn.to/3MBMGOE,"Hundreds of punchcard designs which can be used with electronic machines and DAK. Fairisle, lace, motifs, tuck stitch and cable patterns and charts. ",image21.jpg," Fabric/Surface Design, charting, Techniques",37,5,15,5.00,4
166,The KH965 User's Guide,Diane Bennett,Brother 965-specific instruction,,,965.jpg,NULL,9,5,6,0.00,0
51,The Knitter’s Companion,"Square, Vicki",General Knitting,https://amzn.to/3LL8OWm,"This favorite knitting guide features new color drawings that illustrate the close-up detail of stitches, gauges, joins, seams, borders, and buttonholes--and new photographs that show off the finished pieces. ",knitters_companion.jpg,Finishing,10,4,3,0.00,0
69,The Knitters Guide to Sweater Design,Carmen Michelson and Mary Ann Davis,General Knitting,https://amzn.to/3kOPtHH,This book will introduce you to the fundamentals of knitwear design and charting.,knitters guide.jpg,charting,15,7,14,5.00,2
68,The Knitters Handy Book of Patterns,Ann Budd,General Knitting,https://amzn.to/3OWnDr7,"Basic Designs in Multiple Sizes and Gauges ",knitters_guide.jpg,Patterns,15,2,2,4.75,4
65,The Knitting Architect,Dion Elalouf,Both Japanese and Passap Machines,https://amzn.to/3vEIPtV,,architect1.jpg,charting,8,2,3,4.00,1
50,The Knitting Machine Textbook: Using the Passap E-6000,"Simon, Marika",Passap,https://amzn.to/3w20LxB,,mk_handbook_simon.jpg,Techniques,10,13,6,5.00,1
19,The Knitting Machine Tutor,"Gordon, Angela",Single Bed Knitting Machines,https://amzn.to/3kBUljr,,tutor.jpg,"General Reference, Techniques",8,5,14,5.00,1
187,The Ladies' Guide to Polo Sweaters: featuring collars and plackets in full needle rib,Overmann Glenda," ",,,ladies-guide-to-polo-sweaters.jpg,Finishing,3,1,3,0.00,0
186,The Machine Knitter's Guide to Creating Fabrics,Lewis Susana and Julia Weissman," ",,,NULL," Fabric/Surface Design",5,2,2,0.00,0
92,The Machine Knitter's Handbook,Hazel Pope,Japanese Machines,https://amzn.to/3NilzrJ,"A classic guide for machine knitters.  It starts with choosing your machine, discusses tension and techniques as well as yarns and how to design your own garments. It includes photographs diagrams and charts. Great for beginners as well as experienced machine knitters.",image7.jpg," Fabric/Surface Design, charting, Finishing, General Reference, Patterns, Techniques",14,3,6,4.00,1
85,The Machine Knitter’s Design Book,Hazel Pope,Japanese Machines,https://amzn.to/3NjgBe5,A practical guide to creating beautiful knitwear. This is a book for ambitious beginners and for machine knitters with a little experience. It contains lots of beautiful designs to experiment with on your machine.,92D46FCD-EE37-48F5-8E12-B886444A32AF.jpeg," Fabric/Surface Design, Patterns, Techniques",11,3,13,0.00,0
17,The Machine Knitter’s Dictionary,"Gartshore, Linda",Both Japanese and Passap Machines,https://amzn.to/3KEpnBW,An A-Z of the techniques and processes used in machine knitting.,mk_dictionary.gif,General Reference,16,2,3,0.00,0
29,The Machine Knitter’s Workbook,"Hutchison, Alles,Hazel Selzer and Diana McNamara, ",Both Japanese and Passap Machines,,,needs_image7.jpg,"General Reference, Techniques",5,2,3,0.00,0
5,The Machine Knitting Book,"Allen, John",Both Japanese and Passap Machines,https://amzn.to/3KA6jop,,john allen MK.jpg," Fabric/Surface Design, Techniques",25,2,5,2.60,5
95,The Metbury Baby Book,Eileen Metcalf and Christina Salisbury,Passap,,"A collection of baby clothing including sweaters, pants, blankets, booties and mittens as well as hats made on the passive E 6000 in a variety of patterns and stitches.",image10.jpg,"Finishing, Patterns, Techniques",9,2,4,5.00,1
146,The Moneymakers #4,Alles Hutchinson,Stitch patterns,,"A flight plan for your magic carpet to success 72 patterns for your profitable knitting, plus 12 pages of business tips.",The Moneymakers 4.jpg,Patterns,6,2,3,0.00,0
14,"The Passap Handbook: Beginner Course, Volume I","Ernakovich, Bernadette",Passap,https://mkmanuals.com/for-sale/magazines-and-books/bernadette-ernakovich-passap-books.html#google_vignette,,passap_handbook1.jpg,General Reference,5,7,3,0.00,0
