Homestudy_libraryid,HomeStudy_courseid_fk,Dateadded,Credit_id_fk,memberid_fk,Subscriberfree
53,1,2012-02-17 00:00:00.000,0,B0D2B01C-9510-CDAA-896B-81BAF46250BB,1
54,1,2012-02-17 00:00:00.000,0,FB98DFE8-9B5D-A548-A7A5-BBEB135D1ECA,1
55,1,2012-02-18 00:00:00.000,12349,114E2809-9AEF-1691-E1B8-A3619E56E85E,0
56,1,2012-02-19 00:00:00.000,0,017FE975-9BC1-622C-DE57-A1F87AE1F340,1
57,1,2012-02-20 00:00:00.000,0,1B0E90E1-A9A7-F69A-4D6A-82ACD5DDEF60,1
58,1,2012-02-20 00:00:00.000,0,95B7E590-DEB3-827C-E90B-23087E44F838,1
59,2,2012-02-20 00:00:00.000,12439,C090D8CA-A4E7-FB3B-3CDC-A3372DDCA57F,0
60,3,2012-02-20 00:00:00.000,12439,C090D8CA-A4E7-FB3B-3CDC-A3372DDCA57F,0
61,4,2012-02-20 00:00:00.000,12439,C090D8CA-A4E7-FB3B-3CDC-A3372DDCA57F,0
62,1,2012-02-22 00:00:00.000,0,DBCB4865-A707-9A2D-0D90-498F9387D195,1
63,1,2012-02-23 00:00:00.000,0,FCBDCC01-A064-80DC-AEAE-3FEC48D0E1EF,1
64,1,2012-02-23 00:00:00.000,0,B4DAAD7B-CA71-529E-1FD2-DDB49CC03C14,1
65,1,2012-02-24 00:00:00.000,0,43D066A4-B6F3-E8EE-C9B5-4928CCB69EBE,1
66,1,2012-02-24 00:00:00.000,0,0535B61A-C335-BD9E-E206-02744E634175,1
67,1,2012-02-25 00:00:00.000,0,EE3B1917-FC52-4732-8C05-37EABFEF8B2A,1
68,2,2012-02-28 00:00:00.000,12572,5F97FD57-EDF4-7B47-5FCB-1531CDC188F3,0
69,1,2012-03-01 00:00:00.000,0,9CCD998F-F08B-7CB1-4ED7-B05ADA467E48,1
70,1,2012-03-04 00:00:00.000,0,DB169D4F-B5B5-CD0C-C8B3-25587FA0D62D,1
71,1,2012-03-04 00:00:00.000,0,10249B67-FA47-FE8A-CC4B-FD11E1B3712E,1
72,1,2012-03-06 00:00:00.000,0,88CB2572-FA8F-86B3-687C-1F7F2D6D4C63,1
73,1,2012-03-06 00:00:00.000,0,FC40D986-FC01-E628-408C-F0ABB96BF624,1
74,1,2012-03-09 00:00:00.000,0,CD2FC7E5-0E86-8562-F0BB-5079500E7ADC,1
75,1,2012-03-09 00:00:00.000,0,CCA4B667-C453-1A2F-6AFA-3B5863BB0B21,1
76,1,2012-03-11 00:00:00.000,0,B7DB9B7C-0C4E-7ADE-D335-8F4A98F626D1,1
77,1,2012-03-11 00:00:00.000,0,0C01A668-D1AF-471C-B0D7-6CA043137E5A,1
78,1,2012-03-12 00:00:00.000,0,02500218-DAC2-453C-8D91-74E9ABFCA915,1
79,1,2012-03-12 00:00:00.000,0,8EB529BF-FF32-D0FD-72E8-E7E55FF55F6A,1
80,1,2012-03-15 00:00:00.000,0,B3E3036D-AB0A-CD20-48BA-C43DD5ACB0FD,1
81,1,2012-03-15 00:00:00.000,0,D9152775-CE5C-C3CD-C23D-7821185ABF7D,1
82,1,2012-03-20 00:00:00.000,0,3404535B-FEB6-DAC3-6436-2C934797324E,1
83,1,2012-03-23 00:00:00.000,0,A3667148-93AD-FE54-C35F-A247520C7F01,1
84,1,2012-03-24 00:00:00.000,0,999C5392-F6F2-1080-0289-8709BA7A6C6C,1
85,1,2012-04-02 00:00:00.000,0,A93EB01D-A5F5-53B3-1B6D-5A70D905AF01,1
86,1,2012-04-02 00:00:00.000,0,3D918775-CEE8-DCED-A98B-B9B9C6761C83,1
87,1,2012-04-02 00:00:00.000,0,6C63843E-C550-22F9-D754-EC849741D5B0,1
88,1,2012-04-02 00:00:00.000,0,01B2FD68-CBF1-1B58-1A47-B19A7F1168C8,1
89,1,2012-04-02 00:00:00.000,0,8FF16E4C-AA15-9440-1561-4912B13BD5A6,1
90,1,2012-04-02 00:00:00.000,0,6B401D3F-DA14-A7E1-7BAD-0C435A1AAC80,1
91,1,2012-04-02 00:00:00.000,0,757D2F4B-F8DA-2460-187E-270CD958121A,1
92,1,2012-04-03 00:00:00.000,0,84942C95-E4DB-7156-673B-F723795B8901,1
93,1,2012-04-04 00:00:00.000,0,C598BD61-F82B-01D1-94F4-55D4A5A6F116,1
94,1,2012-04-05 00:00:00.000,0,8F413807-A2C7-C4DA-C583-D45320C4F299,1
95,1,2012-04-06 00:00:00.000,0,E3B6341E-F805-F0E4-5DC6-41F7922252B1,1
96,1,2012-04-06 00:00:00.000,0,F9DE4756-DC2F-6466-307A-9E3329492EFF,1
97,1,2012-04-11 00:00:00.000,0,AED1E315-A47B-503C-5645-983BC5F2DEC7,1
98,1,2012-04-11 00:00:00.000,0,95501EBB-F0A1-1338-B0EC-4C01B6C639F2,1
99,1,2012-04-12 00:00:00.000,0,8EE4EF4C-0E94-6CB4-E3E0-94C1479FF520,1
100,1,2012-04-17 00:00:00.000,0,B1588948-F410-0A14-2B0F-2443F57E066A,1
101,1,2012-04-17 00:00:00.000,0,11041567-C874-A51B-D4ED-4C33FD5FDC0F,1
102,1,2012-04-18 00:00:00.000,0,5695A3AA-FB55-5B0E-47E6-EF47849311E9,1
103,1,2012-04-19 00:00:00.000,0,1A38E73D-9185-E439-2A17-3ABD65D80E55,1
104,1,2012-04-20 00:00:00.000,0,90632607-0B57-52B5-EE80-0FDA2A02F35F,1
105,1,2012-04-22 00:00:00.000,0,AE2BAF66-B110-26C8-19EB-947A6794839E,1
106,1,2012-04-24 00:00:00.000,14962,ADCFDA97-9A89-A762-6601-B5D33C0E165C,0
107,3,2012-04-26 00:00:00.000,14990,ABCC6012-CBF5-6D1B-A079-E2BBB6876FA9,0
108,1,2012-04-26 00:00:00.000,15005,72C6E786-9EDE-5779-62ED-D77A90276C11,0
109,1,2012-04-27 00:00:00.000,0,3D6CCCA2-F436-7D90-845B-DCD67BE6BB6A,1
110,1,2012-05-01 00:00:00.000,0,7B83ECDF-FBF4-98D1-8435-7B5DE9F9D50B,1
111,1,2012-05-02 00:00:00.000,15123,1F508D39-C01A-4E6D-10FA-66620DD85848,0
112,1,2012-05-03 00:00:00.000,0,83F2FD05-CEAD-EF66-16E9-2B28B7553FCD,1
113,1,2012-05-07 00:00:00.000,0,CEC1AABB-B899-1C1E-2EF1-1A68A2424051,1
114,1,2012-05-10 00:00:00.000,0,2E70C483-D2A3-7A86-DFF2-8C19386C8B4C,1
115,5,2012-05-17 00:00:00.000,15335,47778DB8-B8C8-7FE9-D03D-59636F31D724,0
116,5,2012-05-17 00:00:00.000,15337,47778DB8-B8C8-7FE9-D03D-59636F31D724,0
129,4,2012-05-17 00:00:00.000,15362,8E7AF84F-FE71-908E-FEAC-A670C14A098B,0
130,5,2012-05-18 00:00:00.000,15370,8E7AF84F-FE71-908E-FEAC-A670C14A098B,0
131,1,2012-05-20 00:00:00.000,0,6A537158-0204-8B1F-668D-FD8D3C332883,1
132,1,2012-05-21 00:00:00.000,0,D3A6C37A-ACB9-7EDB-2F25-C69060DFE29E,1
133,5,2012-05-22 00:00:00.000,15413,0C8E0919-BD96-35CD-A084-9C2515BF3C10,0
134,5,2012-05-22 00:00:00.000,15421,A86D8705-C324-113F-94BF-3213975C906C,0
135,1,2012-05-22 00:00:00.000,0,8D798C5F-D332-7309-2D7A-E50E3B629061,1
136,5,2012-05-22 00:00:00.000,15436,8FD8E8E5-96B1-4A2E-13AD-877575241774,0
137,5,2012-05-22 00:00:00.000,15439,718AC021-B8E5-BA92-8416-76D833420AB2,0
138,1,2012-05-22 00:00:00.000,0,9AD5F4BA-B52A-2C7A-6B60-431E7EB31F5C,1
139,5,2012-05-22 00:00:00.000,15450,306B9F95-AA2A-E6EF-8E48-F49B1F9F95A7,0
140,5,2012-05-23 00:00:00.000,15458,AE298D15-EA5A-AF1F-9C03-5A7091F306BC,0
141,1,2012-05-23 00:00:00.000,0,42EA3467-02D1-E6CA-4CE8-348E6B2B7D4E,1
142,3,2012-05-24 00:00:00.000,15482,C580EB68-D11F-EAB8-842A-CF0680BC7FAF,0
143,5,2012-05-25 00:00:00.000,15495,0F7B9EF4-A64B-28B4-2436-84ECB103051B,0
144,1,2012-05-25 00:00:00.000,0,FA9E6300-F716-4ADE-34DC-E42ADE3609D7,1
145,5,2012-05-29 00:00:00.000,15543,CD2FC7E5-0E86-8562-F0BB-5079500E7ADC,0
146,1,2012-05-31 00:00:00.000,0,718AC021-B8E5-BA92-8416-76D833420AB2,1
147,1,2012-06-01 00:00:00.000,15596,3BB3AEBD-F17A-77F5-090C-58C1DBED4037,0
148,1,2012-06-04 00:00:00.000,0,AB65E551-ED5E-1686-E30C-A501B6EBC4E5,1
149,5,2012-06-05 00:00:00.000,15656,C8E24656-AE0A-5C84-76CF-A3A22DFA3034,0
150,1,2012-06-06 00:00:00.000,15684,C4081EF3-DE8B-24BA-12DB-F4D9229F292A,0
151,1,2012-06-08 00:00:00.000,15728,F77C9635-067B-A649-8481-71644700941E,0
152,1,2012-06-09 00:00:00.000,0,1EE7723C-C111-535F-80C4-EF2BF7289EF6,1
153,1,2012-06-11 00:00:00.000,0,2B901E8F-EC8C-D677-8293-F40BEACA8427,1
154,1,2012-06-14 00:00:00.000,0,1F22BE49-FC2B-2EA4-A7C2-8687847A326B,1
155,1,2012-06-16 00:00:00.000,0,F61601A1-E22D-0159-A484-88DAC66D3E1E,1
156,4,2012-06-17 00:00:00.000,15845,C580EB68-D11F-EAB8-842A-CF0680BC7FAF,0
157,1,2012-06-22 00:00:00.000,0,FA4F7097-98DA-859C-B35E-5A62FA686C3D,1
158,5,2012-06-24 00:00:00.000,15956,6A537158-0204-8B1F-668D-FD8D3C332883,0
159,1,2012-06-27 00:00:00.000,0,5F97FD57-EDF4-7B47-5FCB-1531CDC188F3,1
160,1,2012-06-27 00:00:00.000,0,CA1CCDE8-E971-A56E-C90D-3E7A527221C1,1
161,1,2012-06-27 00:00:00.000,0,14B51B72-BA0F-3945-6236-A48DD76076DE,1
162,5,2012-06-28 00:00:00.000,16023,FA9E6300-F716-4ADE-34DC-E42ADE3609D7,0
163,1,2012-06-30 00:00:00.000,0,D6B000DF-0D3C-501A-AE71-3B96FA86CC39,1
164,1,2012-07-01 00:00:00.000,0,99F9B65F-E56A-F487-272E-74FCC0C973B7,1
165,1,2012-07-03 00:00:00.000,0,306B9F95-AA2A-E6EF-8E48-F49B1F9F95A7,1
166,4,2012-07-03 00:00:00.000,16444,8FD8E8E5-96B1-4A2E-13AD-877575241774,0
167,5,2012-07-03 00:00:00.000,16458,D678B208-ACC6-D967-31D1-F18965AF6809,0
168,2,2012-07-07 00:00:00.000,16539,60F3FBAC-D16F-6D73-E96D-53477530A985,0
169,3,2012-07-07 00:00:00.000,16539,60F3FBAC-D16F-6D73-E96D-53477530A985,0
170,4,2012-07-07 00:00:00.000,16539,60F3FBAC-D16F-6D73-E96D-53477530A985,0
171,1,2012-07-10 00:00:00.000,0,6E3251A4-BDCE-A0FB-BC6E-F437E8EDEE00,1
172,1,2012-07-11 00:00:00.000,0,78E1403E-C601-7547-295A-5A53625237F9,1
173,1,2012-07-12 00:00:00.000,0,F4860CFF-BC84-0093-AFA8-38E21A677AB7,1
174,1,2012-07-13 00:00:00.000,0,87A7D29C-A9F0-A65E-4DC8-5093C8BC2B33,1
175,1,2012-07-15 00:00:00.000,0,53181B04-EDA6-14D1-0B32-0068F276F8AB,1
176,1,2012-07-16 00:00:00.000,0,7E939E18-C71F-393D-2E1D-90F9211512E8,1
177,5,2012-07-21 00:00:00.000,16773,0551E7A8-A510-93A2-C70B-218D9F5760E2,0
178,1,2012-07-23 00:00:00.000,0,B406F742-EEA2-ADEE-F8B7-4F883B7AEC04,1
179,2,2012-07-24 00:00:00.000,16824,D678B208-ACC6-D967-31D1-F18965AF6809,0
180,4,2012-07-24 00:00:00.000,16824,D678B208-ACC6-D967-31D1-F18965AF6809,0
181,1,2012-07-31 00:00:00.000,0,04CFF700-C088-82E6-6E17-6FBF8FAA14AD,1
182,1,2012-08-02 00:00:00.000,16984,0255CDF3-C0ED-972F-98FA-78C32C248663,0
183,1,2012-08-04 00:00:00.000,0,8F9C6A80-90D3-1B52-7F1B-9D7F553741FB,1
184,1,2012-08-07 00:00:00.000,0,B50917F4-A543-EAB9-4681-A6B84C9747FA,1
185,5,2012-08-08 00:00:00.000,17050,0632274F-DB1F-6B85-1573-F0B4E2BEC324,0
186,1,2012-08-09 00:00:00.000,0,BB814997-91AC-2D2A-7185-F13279ED789E,1
187,2,2012-08-10 00:00:00.000,17079,E6CCA8CF-0ED6-F859-B560-7A966C140714,0
188,1,2012-08-15 00:00:00.000,0,0632274F-DB1F-6B85-1573-F0B4E2BEC324,1
189,1,2012-08-16 00:00:00.000,0,19D1844D-9AC3-3B55-0435-B16AA63DC39B,1
190,1,2012-08-17 00:00:00.000,0,47A84931-0A9B-5DB0-D960-7CA8700A7277,1
191,1,2012-08-21 00:00:00.000,17240,4776C1E7-B306-DB74-0BFC-0585BCB66F66,0
192,1,2012-08-23 00:00:00.000,17271,66700E0D-ECA2-1DB3-310F-33E4E9281A9B,0
193,2,2012-08-23 00:00:00.000,17271,66700E0D-ECA2-1DB3-310F-33E4E9281A9B,0
194,1,2012-08-26 00:00:00.000,0,905F3812-0390-9CB8-CA68-A731102A1C12,1
195,1,2012-08-27 00:00:00.000,0,0D72C3DB-0A24-1026-E770-3AF8648740BD,1
196,1,2012-08-30 00:00:00.000,0,FE10B445-B64C-2A8F-21FA-11C51D28ED25,1
197,1,2012-08-30 00:00:00.000,0,AA5C7261-0178-8D05-3299-67D995F5B57D,1
198,1,2012-08-31 00:00:00.000,0,E1E5118C-9550-7AA6-E81B-B86F277D0FA4,1
199,1,2012-09-01 00:00:00.000,0,C13B6C04-A3AE-73E4-2E07-9F01DD628207,1
200,1,2012-09-03 00:00:00.000,17504,8EE01537-B84A-3E42-B924-05D43EFCE54D,0
201,1,2012-09-03 00:00:00.000,0,686BF3CF-B2BA-FFBB-F576-6ECA0EBC4C6B,1
202,1,2012-09-05 00:00:00.000,17536,7D2721D6-D99C-18C4-5D07-17E31D45AAAA,0
203,3,2012-09-05 00:00:00.000,17543,7D2721D6-D99C-18C4-5D07-17E31D45AAAA,0
